Name,Party,Status 20221114,Year,Twitter,Href,Position,State
Michael Heavican,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Michael_Heavican,State Supreme Court,Nebraska
William Cassel,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/William_Cassel,State Supreme Court,Nebraska
Jonathan Papik,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jonathan_Papik,State Supreme Court,Nebraska
John Freudenberg,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/John_Freudenberg,State Supreme Court,Nebraska
Raphael Warnock,Democratic,Last elected,2021.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/SenatorWarnock', 'Campaign Twitter': 'https://www.twitter.com/ReverendWarnock', 'Personal Twitter': 'https://www.twitter.com/RaphaelWarnock'})",https://ballotpedia.org/Raphael_Warnock,U.S. Senate,Georgia
Herschel Walker,Republican,Next election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/TeamHerschel', 'Personal Twitter': 'https://www.twitter.com/HerschelWalker'})",https://ballotpedia.org/Herschel_Walker,U.S. Senate,Georgia
Chase Oliver,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/ChaseForLiberty'})",https://ballotpedia.org/Chase_Oliver,U.S. Senate,Georgia
Tamara Johnson-Shealey,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Tamara_Johnson-Shealey,U.S. Senate,Georgia
Gary Black,Republican,Last elected,2018.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/garyblackforga'})",https://ballotpedia.org/Gary_Black,U.S. Senate,Georgia
Latham Saddler,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/LathamSaddler'})",https://ballotpedia.org/Latham_Saddler,U.S. Senate,Georgia
Josh Clark,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/JoshClarkGA'})",https://ballotpedia.org/Josh_Clark,U.S. Senate,Georgia
Kelvin King,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/kelvinking4ga', 'Personal Twitter': 'https://www.twitter.com/_kelvindking'})",https://ballotpedia.org/Kelvin_King,U.S. Senate,Georgia
Jonathan McColumn,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jonathan_McColumn,U.S. Senate,Georgia
Jon Ossoff,Democratic,Last elected,2021.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/SenOssoff', 'Campaign Twitter': 'https://www.twitter.com/ossoff'})",https://ballotpedia.org/Jon_Ossoff,U.S. Senate,Georgia
David Perdue,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/DavidPerdueGA'})",https://ballotpedia.org/David_Perdue,U.S. Senate,Georgia
Shane Hazel,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Shane_Hazel,U.S. Senate,Georgia
Teresa Tomlinson,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/teresatomlinson'})",https://ballotpedia.org/Teresa_Tomlinson,U.S. Senate,Georgia
Sarah Riggs Amico,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/sarahriggsamico'})",https://ballotpedia.org/Sarah_Riggs_Amico,U.S. Senate,Georgia
Maya Dillard Smith,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/MayaForGeorgia', 'Personal Twitter': 'https://www.twitter.com/mdillard_smith'})",https://ballotpedia.org/Maya_Dillard_Smith,U.S. Senate,Georgia
James Knox,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/electknox2020'})",https://ballotpedia.org/James_Knox_(Georgia),U.S. Senate,Georgia
Marckeith DeJesus,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/MarckeithD'})",https://ballotpedia.org/Marckeith_DeJesus,U.S. Senate,Georgia
Tricia Carpenter McCracken,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Tricia_Carpenter_McCracken,U.S. Senate,Georgia
Kelly Loeffler,Republican,Last election,2021.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/KLoeffler'})",https://ballotpedia.org/Kelly_Loeffler,U.S. Senate,Georgia
Doug Collins,Republican,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/CollinsforGA'})",https://ballotpedia.org/Doug_Collins,U.S. Senate,Georgia
Deborah Jackson,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/MayorDAJackson'})",https://ballotpedia.org/Deborah_Jackson_(Georgia),U.S. Senate,Georgia
Matt Lieberman,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/LiebermanForGa'})",https://ballotpedia.org/Matt_Lieberman,U.S. Senate,Georgia
Jamesia James,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Jamesia_James,U.S. Senate,Georgia
Derrick Grayson,Republican,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/GraysonForGA', 'Personal Twitter': 'https://www.twitter.com/tmotofga'})",https://ballotpedia.org/Derrick_Grayson,U.S. Senate,Georgia
Joy Felicia Slade,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/DAYDREAMER2640'})",https://ballotpedia.org/Joy_Felicia_Slade,U.S. Senate,Georgia
Annette Davis Jackson,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/AnnetteDavisJa2'})",https://ballotpedia.org/Annette_Davis_Jackson,U.S. Senate,Georgia
Kandiss Taylor,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/KandissTaylor'})",https://ballotpedia.org/Kandiss_Taylor,U.S. Senate,Georgia
A. Wayne Johnson,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/A._Wayne_Johnson,U.S. Senate,Georgia
Brian Slowinski,Libertarian,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/voteslowinski', 'Personal Twitter': 'https://www.twitter.com/SlowinskiThirds'})",https://ballotpedia.org/Brian_Slowinski,U.S. Senate,Georgia
Richard Dien Winfield,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/WinfieldForUs', 'Personal Twitter': 'https://www.twitter.com/rdwinfield'})",https://ballotpedia.org/Richard_Dien_Winfield,U.S. Senate,Georgia
Ed Tarver,Democratic,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/edtarverga'})",https://ballotpedia.org/Ed_Tarver,U.S. Senate,Georgia
Allen Buckley,Independent,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Allen_Buckley,U.S. Senate,Georgia
John Fortuin,Green,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/John_Fortuin,U.S. Senate,Georgia
Elbert Bartell,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/BartellforGov'})",https://ballotpedia.org/Elbert_Bartell,U.S. Senate,Georgia
Valencia Stovall,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Valencia_Stovall,U.S. Senate,Georgia
Michael Todd Greene,Green,Last election,2020.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Michael_Todd_Greene_(Georgia),U.S. Senate,Georgia
Rod Mack,Independent,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Rodair01Mack'})",https://ballotpedia.org/Rod_Mack,U.S. Senate,Georgia
Brian Kemp,Republican,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/GovKemp', 'Campaign Twitter': 'https://www.twitter.com/BrianKempGA'})",https://ballotpedia.org/Brian_Kemp,Governor,Georgia
Stacey Abrams,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/staceyabrams'})",https://ballotpedia.org/Stacey_Abrams,Governor,Georgia
David Byrne,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/David_Byrne_(Georgia),Governor,Georgia
Milton Lofton,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Milton_Lofton,Governor,Georgia
Catherine Davis,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/CathCapitol'})",https://ballotpedia.org/Catherine_Davis,Governor,Georgia
Tom Williams,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Tom_Williams_(Georgia),Governor,Georgia
Ted Metz,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Vote4TedMetz'})",https://ballotpedia.org/Ted_Metz,Governor,Georgia
Casey Cagle,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Casey_Cagle,Governor,Georgia
Stacey Evans,Democratic,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Stacey_Evans,Governor,Georgia
Hunter Hill,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/votehunterhill'})",https://ballotpedia.org/Hunter_Hill,Governor,Georgia
Clay Tippins,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/ClayTippins'})",https://ballotpedia.org/Clay_Tippins,Governor,Georgia
Michael Williams,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/williamsforga'})",https://ballotpedia.org/Michael_E._Williams_(Georgia),Governor,Georgia
Verda Colvin,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Verda_Colvin,State Supreme Court,Georgia
Veronica Brinson,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/BrinsonVeronica'})",https://ballotpedia.org/Veronica_Brinson,State Supreme Court,Georgia
Shawn Ellen LaGrua,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Shawn_LaGrua,State Supreme Court,Georgia
Carla W. McMillian,Nonpartisan,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/JudgeCarla'})",https://ballotpedia.org/Carla_W._McMillian,State Supreme Court,Georgia
Catherine Cortez Masto,Democratic,Last elected,2022.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/SenCortezMasto', 'Campaign Twitter': 'https://www.twitter.com/CortezMasto'})",https://ballotpedia.org/Catherine_Cortez_Masto,U.S. Senate,Nevada
Adam Laxalt,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/AdamLaxalt'})",https://ballotpedia.org/Adam_Paul_Laxalt,U.S. Senate,Nevada
Barry Lindemann,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Barry_Lindemann,U.S. Senate,Nevada
Neil Scott,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Neil_Scott_(Nevada),U.S. Senate,Nevada
Barry Rubinson,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Barry_Rubinson,U.S. Senate,Nevada
Corey Reid,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Reid4Senate22'})",https://ballotpedia.org/Corey_Reid,U.S. Senate,Nevada
Stephanie Kasheta,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Stephanie_Kasheta,U.S. Senate,Nevada
Allen Rheinhart,Democratic,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Allen_Rheinhart,U.S. Senate,Nevada
Sam Brown,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/CaptainSamBrown'})",https://ballotpedia.org/Sam_Brown_(Nevada),U.S. Senate,Nevada
Sharelle Mendenhall,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Sharelle4Senate', 'Personal Twitter': 'https://www.twitter.com/Sharelle4senat1'})",https://ballotpedia.org/Sharelle_Mendenhall,U.S. Senate,Nevada
William Conrad,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/billconradus'})",https://ballotpedia.org/William_Conrad_(Nevada),U.S. Senate,Nevada
William Hockstedler,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/billhockstedler', 'Personal Twitter': 'https://www.twitter.com/Hockstedler'})",https://ballotpedia.org/William_Hockstedler,U.S. Senate,Nevada
Paul Rodriguez,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Paul_Rodriguez_(Nevada),U.S. Senate,Nevada
Tyler Perkins,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Tyler_Perkins,U.S. Senate,Nevada
Carlo Poliak,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Carlo_Poliak,U.S. Senate,Nevada
Jacky Rosen,Democratic,Last elected,2018.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/SenJackyRosen'})",https://ballotpedia.org/Jacky_Rosen,U.S. Senate,Nevada
Dean Heller,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/DeanHeller'})",https://ballotpedia.org/Dean_Heller,U.S. Senate,Nevada
Barry Michaels,Independent,Last election,2018.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/Barry4USSenate'})",https://ballotpedia.org/Barry_Michaels,U.S. Senate,Nevada
Tim Hagan,Libertarian,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/trexhagan'})",https://ballotpedia.org/Tim_Hagan,U.S. Senate,Nevada
Kamau Bakari,Independent,Last election,2020.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/bakarikamau', 'Personal Twitter': 'https://www.twitter.com/BakariKamau'})",https://ballotpedia.org/Kamau_Bakari,U.S. Senate,Nevada
Jesse Sbaih,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/JesseSbaih'})",https://ballotpedia.org/Jesse_Sbaih,U.S. Senate,Nevada
Bobby Mahendra,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Bobby_Mahendra,U.S. Senate,Nevada
Daniel Burleigh,Democratic,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Daniel_Burleigh,U.S. Senate,Nevada
Tom Heck,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/HeckforNevada'})",https://ballotpedia.org/Tom_Heck,U.S. Senate,Nevada
Sherry Brooks,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Sherry_Brooks,U.S. Senate,Nevada
Sarah Gazala,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Sarah_Gazala,U.S. Senate,Nevada
Vic Harrell,Republican,Last election,2018.0,"defaultdict(<class 'str'>, {'Personal Twitter': 'https://www.twitter.com/voteforvic'})",https://ballotpedia.org/Vic_Harrell,U.S. Senate,Nevada
Joe Lombardo,Republican,Date Elected,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/JoeLombardoNV'})",https://ballotpedia.org/Joe_Lombardo,Governor,Nevada
Steve Sisolak,Democratic,Last elected,2018.0,"defaultdict(<class 'str'>, {'Official Twitter': 'https://www.twitter.com/GovSisolak', 'Campaign Twitter': 'https://www.twitter.com/SteveSisolak'})",https://ballotpedia.org/Steve_Sisolak,Governor,Nevada
Brandon Davis,Libertarian,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/bdavis4liberty'})",https://ballotpedia.org/Brandon_Davis,Governor,Nevada
Edward Bridges II,Independent,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Edward_Bridges_II,Governor,Nevada
Tom Collins,unknown,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Tom_Collins,Governor,Nevada
Joey Gilbert,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/joeygilbertinc'})",https://ballotpedia.org/Joey_Gilbert,Governor,Nevada
John J. Lee,Nonpartisan,Last elected,2017.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/MayorJohnLee'})",https://ballotpedia.org/John_J._Lee,Governor,Nevada
Guy Nohra,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/NohraForNevada'})",https://ballotpedia.org/Guy_Nohra,Governor,Nevada
Fred Simon,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/DrFredSimonMD'})",https://ballotpedia.org/Fred_Simon,Governor,Nevada
Eddie Hamilton,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Eddie_Hamilton,Governor,Nevada
Amber Whitley,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Amber_Whitley_(Nevada),Governor,Nevada
William Walls,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/William_Walls_(Nevada),Governor,Nevada
Gary Evertsen,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Gary_Evertsen,Governor,Nevada
Seven Achilles Evans,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Seven_Achilles_Evans,Governor,Nevada
Edward O'Brien,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {})",https://ballotpedia.org/Edward_O'Brien,Governor,Nevada
Barak Zilberberg,Republican,Last election,2022.0,"defaultdict(<class 'str'>, {'Campaign Twitter': 'https://www.twitter.com/ZilberbergBarak'})",https://ballotpedia.org/Barak_Zilberberg,Governor,Nevada
